order_id,customer_id,order_date,order_amount,payment_id,payment_date,payment_amount,payment_method,payment_status,payment_count,settlement_id,settlement_date,settlement_amount,fee,adjustment,settlement_status,settlement_count,scenario
ORD000166,CUST0252,2026-08-04,7499,PAY000166,2026-08-05,7499.0,Netbanking,Success,1,SET000166,2026-08-06,7386.52,112.48,0.0,Settled,1,normal
ORD000167,CUST0127,2026-08-08,5553,PAY000167,2026-08-09,5553.0,Card,Success,1,SET000167,2026-08-10,5441.94,111.06,0.0,Settled,1,normal
ORD000168,CUST0045,2026-08-15,7499,PAY000168,2026-08-16,7499.0,UPI,Success,1,SET000168,2026-08-17,7424.01,74.99,0.0,Settled,1,normal
ORD000169,CUST0274,2026-08-06,7499,PAY000169,2026-08-07,7499.0,Netbanking,Success,1,SET000169,2026-08-14,7386.52,112.48,0.0,Settled,1,delayed_settlement
ORD000170,CUST0073,2026-08-12,9999,PAY000170,2026-08-12,9999.0,Card,Success,1,SET000170,2026-08-13,9799.02,199.98,0.0,Settled,1,normal
ORD000171,CUST0137,2026-08-06,3999,PAY000171,2026-08-06,3999.0,Card,Success,1,SET000171,2026-08-07,3919.02,79.98,0.0,Settled,1,normal
ORD000172,CUST0125,2026-08-17,1499,PAY000172,2026-08-17,1499.0,Card,Success,1,SET000172,2026-08-18,1469.02,29.98,0.0,Settled,1,normal
ORD000173,CUST0039,2026-08-29,11409,PAY000173,2026-08-29,11409.0,UPI,Success,1,SET000173,2026-08-30,11294.91,114.09,0.0,Settled,1,processing_fee
ORD000174,CUST0215,2026-08-17,5999,PAY000174,2026-08-18,5999.0,Netbanking,Success,1,SET000174,2026-08-19,4870.02,89.98,0.0,Settled,1,settlement_amount_mismatch
ORD000175,CUST0102,2026-08-26,499,PAY000175,2026-08-27,499.0,UPI,Success,1,SET000175,2026-08-28,494.01,4.99,0.0,Settled,1,normal
ORD000176,CUST0115,2026-08-15,3999,PAY000176,2026-08-15,3999.0,Netbanking,Success,2,SET000176,2026-08-16,3939.02,59.98,0.0,Settled,1,duplicate_payment
ORD000177,CUST0274,2026-08-21,13947,PAY000177,2026-08-22,13947.0,Card,Success,1,SET000177,2026-08-23,13668.06,278.94,0.0,Settled,1,normal
ORD000178,CUST0200,2026-08-15,3957,PAY000178,2026-08-15,3957.0,UPI,Success,1,SET000178,2026-08-19,3917.43,39.57,0.0,Settled,1,delayed_settlement
ORD000179,CUST0217,2026-08-11,2499,PAY000179,2026-08-12,2499.0,Netbanking,Success,1,SET000179,2026-08-13,2461.52,37.48,0.0,Settled,1,normal
ORD000180,CUST0054,2026-08-11,5999,PAY000180,2026-08-11,5999.0,Card,Success,1,SET000180,2026-08-12,5879.02,119.98,0.0,Settled,1,processing_fee
ORD000181,CUST0032,2026-08-06,11491,PAY000181,2026-08-06,11491.0,Card,Success,1,SET000181,2026-08-07,9526.18,229.82,0.0,Settled,1,settlement_amount_mismatch
ORD000182,CUST0034,2026-08-15,4999,PAY000182,2026-08-16,4999.0,UPI,Success,1,SET000182,2026-08-17,4949.01,49.99,0.0,Settled,1,normal
ORD000183,CUST0020,2026-08-06,6784,PAY000183,2026-08-06,5898.41,UPI,Success,1,SET000183,2026-08-07,5839.43,58.98,0.0,Settled,1,payment_amount_mismatch
ORD000184,CUST0013,2026-08-07,9523,PAY000184,2026-08-08,9523.0,Card,Success,2,SET000184,2026-08-09,9332.54,190.46,0.0,Settled,1,duplicate_payment
ORD000185,CUST0142,2026-08-31,2686,PAY000185,2026-08-31,2686.0,UPI,Success,1,SET000185,2026-09-01,2659.14,26.86,0.0,Settled,1,normal
ORD000186,CUST0141,2026-08-14,999,PAY000186,2026-08-14,999.0,Wallet,Success,1,SET000186,2026-08-15,981.02,17.98,0.0,Settled,1,normal
ORD000187,CUST0157,2026-08-14,6617,PAY000187,2026-08-14,6617.0,Netbanking,Success,1,SET000187,2026-08-15,6517.75,99.25,0.0,Settled,1,normal
ORD000188,CUST0195,2026-08-07,4999,PAY000188,2026-08-07,4999.0,Card,Success,1,SET000188,2026-08-08,4899.02,99.98,0.0,Settled,1,processing_fee
ORD000189,CUST0128,2026-08-30,8866,PAY000189,2026-08-31,8866.0,Netbanking,Success,1,SET000189,2026-09-05,8733.01,132.99,0.0,Settled,1,delayed_settlement
ORD000190,CUST0053,2026-08-09,2999,PAY000190,2026-08-10,2999.0,Wallet,Success,1,SET000190,2026-08-11,2583.02,53.98,0.0,Settled,1,settlement_amount_mismatch
ORD000191,CUST0202,2026-08-27,5999,PAY000191,2026-08-28,5999.0,Wallet,Success,1,SET000191,2026-08-29,5891.02,107.98,0.0,Settled,1,processing_fee
ORD000192,CUST0181,2026-08-19,11764,PAY000192,2026-08-19,11764.0,UPI,Success,1,SET000192,2026-08-20,11646.36,117.64,0.0,Settled,1,normal
ORD000193,CUST0003,2026-08-28,4974,PAY000193,2026-08-28,4974.0,Wallet,Success,1,SET000193,2026-08-29,4884.47,89.53,0.0,Settled,1,normal
ORD000194,CUST0083,2026-08-05,9999,PAY000194,2026-08-05,9999.0,Netbanking,Success,2,SET000194,2026-08-06,9849.02,149.98,0.0,Settled,1,duplicate_payment
ORD000195,CUST0198,2026-08-23,4133,PAY000195,2026-08-23,4133.0,Wallet,Success,1,SET000195,2026-08-24,4058.61,74.39,0.0,Settled,1,normal
ORD000196,CUST0176,2026-08-17,4914,PAY000196,2026-08-17,4914.0,Netbanking,Success,1,SET000196,2026-08-18,4840.29,73.71,0.0,Settled,1,normal
ORD000197,CUST0270,2026-08-13,1499,PAY000197,2026-08-14,1499.0,Wallet,Success,1,SET000197,2026-08-15,1472.02,26.98,0.0,Settled,1,normal
ORD000198,CUST0084,2026-08-07,1999,PAY000198,2026-08-08,1999.0,UPI,Success,1,SET000198,2026-08-09,1979.01,19.99,0.0,Settled,1,normal
ORD000199,CUST0054,2026-08-17,4833,PAY000199,2026-08-17,4833.0,Wallet,Failed,1,,,,0.0,0.0,Not Applicable,1,failed_payment
ORD000200,CUST0088,2026-08-02,1999,PAY000200,2026-08-02,1999.0,Netbanking,Success,1,SET000200,2026-08-03,1969.02,29.98,0.0,Settled,1,normal
ORD000201,CUST0167,2026-08-13,299,PAY000201,2026-08-13,299.0,Wallet,Success,1,SET000201,2026-08-14,293.62,5.38,0.0,Settled,1,normal
ORD000202,CUST0242,2026-08-03,299,PAY000202,2026-08-03,299.0,Netbanking,Success,1,SET000202,2026-08-04,294.52,4.48,0.0,Settled,1,normal
ORD000203,CUST0018,2026-08-31,2999,PAY000203,2026-09-01,2999.0,Wallet,Success,1,SET000203,2026-09-02,2945.02,53.98,0.0,Settled,1,normal
ORD000204,CUST0041,2026-08-21,7499,PAY000204,2026-08-21,7499.0,Wallet,Success,1,SET000204,2026-08-22,7364.02,134.98,0.0,Settled,1,normal
ORD000205,CUST0119,2026-08-25,4999,PAY000205,2026-08-26,4999.0,Wallet,Success,1,SET000205,2026-08-27,4909.02,89.98,0.0,Settled,1,processing_fee
ORD000206,CUST0129,2026-08-14,5999,PAY000206,2026-08-15,5999.0,Wallet,Success,1,SET000206,2026-08-16,5891.02,107.98,0.0,Settled,1,normal
ORD000207,CUST0095,2026-08-28,799,PAY000207,2026-08-28,799.0,Netbanking,Success,1,SET000207,2026-08-29,787.02,11.98,0.0,Settled,1,processing_fee
ORD000208,CUST0225,2026-08-14,299,PAY000208,2026-08-15,299.0,Card,Success,1,SET000208,2026-08-16,181.02,5.98,0.0,Settled,1,settlement_amount_mismatch
ORD000209,CUST0059,2026-08-03,3999,PAY000209,2026-08-03,3999.0,Card,Success,1,SET000209,2026-08-04,3919.02,79.98,0.0,Settled,1,normal
ORD000210,CUST0144,2026-08-19,3240,PAY000210,2026-08-20,3240.0,Wallet,Success,1,SET000210,2026-08-21,3181.68,58.32,0.0,Settled,1,normal
ORD000211,CUST0286,2026-08-19,1499,PAY000211,2026-08-20,1499.0,Card,Success,1,SET000211,2026-08-21,1469.02,29.98,0.0,Settled,1,normal
ORD000212,CUST0030,2026-08-08,2499,PAY000212,2026-08-08,2499.0,Card,Success,1,,,,0.0,0.0,Missing,1,missing_settlement
ORD000213,CUST0212,2026-08-17,4999,PAY000213,2026-08-18,4999.0,UPI,Success,1,SET000213,2026-08-19,4949.01,49.99,0.0,Settled,1,normal
ORD000214,CUST0241,2026-08-05,14242,PAY000214,2026-08-05,14242.0,UPI,Success,1,SET000214,2026-08-06,14099.58,142.42,0.0,Settled,1,normal
ORD000215,CUST0156,2026-08-19,7499,PAY000215,2026-08-19,7499.0,Card,Success,1,SET000215,2026-08-20,7349.02,149.98,0.0,Settled,1,normal
ORD000216,CUST0100,2026-08-13,12210,PAY000216,2026-08-13,12210.0,Card,Success,1,SET000216,2026-08-14,11784.8,244.2,0.0,Settled,1,settlement_amount_mismatch
ORD000217,CUST0254,2026-08-24,7499,PAY000217,2026-08-24,7499.0,Card,Success,1,SET000217,2026-08-28,7349.02,149.98,0.0,Settled,1,delayed_settlement
ORD000218,CUST0218,2026-08-30,12926,PAY000218,2026-08-31,12926.0,Wallet,Success,1,SET000218,2026-09-01,12693.33,232.67,0.0,Settled,1,normal
ORD000219,CUST0163,2026-08-30,8096,PAY000219,2026-08-30,8096.0,UPI,Success,2,SET000219,2026-08-31,8015.04,80.96,0.0,Settled,1,duplicate_payment
ORD000220,CUST0042,2026-08-20,9999,PAY000220,2026-08-21,9999.0,UPI,Success,1,SET000220,2026-08-22,9899.01,99.99,0.0,Settled,1,processing_fee
ORD000221,CUST0144,2026-08-05,799,PAY000221,2026-08-05,641.45,Wallet,Success,1,SET000221,2026-08-06,629.9,11.55,0.0,Settled,1,payment_amount_mismatch
ORD000222,CUST0264,2026-08-02,299,PAY000222,2026-08-02,299.0,UPI,Success,1,SET000222,2026-08-03,296.01,2.99,0.0,Settled,1,normal
ORD000223,CUST0216,2026-08-21,3999,PAY000223,2026-08-21,3999.0,UPI,Success,1,,,,0.0,0.0,Missing,1,missing_settlement
ORD000224,CUST0245,2026-08-08,1499,PAY000224,2026-08-09,1499.0,Wallet,Success,1,SET000224,2026-08-10,1472.02,26.98,0.0,Settled,1,processing_fee
ORD000225,CUST0106,2026-08-07,1499,PAY000225,2026-08-07,1499.0,Card,Success,1,SET000225,2026-08-13,1469.02,29.98,0.0,Settled,1,delayed_settlement
ORD000226,CUST0013,2026-08-27,5999,PAY000226,2026-08-27,5999.0,Netbanking,Success,1,SET000226,2026-08-28,5909.02,89.98,0.0,Settled,1,processing_fee
ORD000227,CUST0065,2026-08-30,14685,PAY000227,2026-08-30,14685.0,Card,Success,1,SET000227,2026-08-31,14391.3,293.7,0.0,Settled,1,normal
ORD000228,CUST0191,2026-08-07,12288,PAY000228,2026-08-07,10657.55,UPI,Success,1,SET000228,2026-08-08,10550.97,106.58,0.0,Settled,1,payment_amount_mismatch
ORD000229,CUST0179,2026-08-02,299,PAY000229,2026-08-03,299.0,Card,Success,1,SET000229,2026-08-04,293.02,5.98,0.0,Settled,1,normal
ORD000230,CUST0141,2026-08-09,9999,PAY000230,2026-08-10,9999.0,Wallet,Success,1,SET000230,2026-08-11,9819.02,179.98,0.0,Settled,1,normal
ORD000231,CUST0187,2026-08-19,8927,PAY000231,2026-08-20,8927.0,UPI,Success,1,SET000231,2026-08-21,8837.73,89.27,0.0,Settled,1,normal
ORD000232,CUST0117,2026-08-15,7499,PAY000232,2026-08-15,7499.0,UPI,Success,1,SET000232,2026-08-16,7424.01,74.99,0.0,Settled,1,normal
ORD000233,CUST0171,2026-08-09,1999,PAY000233,2026-08-09,1999.0,Wallet,Success,1,SET000233,2026-08-10,1963.02,35.98,0.0,Settled,2,duplicate_settlement
ORD000234,CUST0166,2026-08-31,14221,PAY000234,2026-09-01,14221.0,Card,Success,1,SET000234,2026-09-02,13936.58,284.42,0.0,Settled,1,normal
ORD000235,CUST0300,2026-08-31,5999,PAY000235,2026-08-31,5999.0,UPI,Success,1,SET000235,2026-09-01,5939.01,59.99,0.0,Settled,1,normal
ORD000236,CUST0184,2026-08-15,3999,PAY000236,2026-08-15,3999.0,Wallet,Success,1,SET000236,2026-08-18,3927.02,71.98,0.0,Settled,1,delayed_settlement
ORD000237,CUST0211,2026-08-06,4999,PAY000237,2026-08-07,4999.0,Netbanking,Success,1,SET000237,2026-08-11,4924.02,74.98,0.0,Settled,1,delayed_settlement
ORD000238,CUST0047,2026-08-30,2999,PAY000238,2026-08-30,2999.0,Netbanking,Success,1,SET000238,2026-08-31,2954.02,44.98,0.0,Settled,1,normal
ORD000239,CUST0052,2026-08-17,5426,PAY000239,2026-08-17,5426.0,UPI,Success,1,SET000239,2026-08-18,5371.74,54.26,0.0,Settled,1,normal
ORD000240,CUST0058,2026-08-07,799,PAY000240,2026-08-07,799.0,Wallet,Success,1,SET000240,2026-08-08,784.62,14.38,0.0,Settled,1,normal
ORD000241,CUST0026,2026-08-21,5879,PAY000241,2026-08-22,5879.0,Netbanking,Success,1,SET000241,2026-08-23,5790.81,88.19,0.0,Settled,1,normal
ORD000242,CUST0262,2026-08-01,6814,PAY000242,2026-08-02,6814.0,UPI,Success,1,SET000242,2026-08-03,6745.86,68.14,0.0,Settled,1,normal
ORD000243,CUST0088,2026-08-15,8194,PAY000243,2026-08-16,8194.0,UPI,Success,1,SET000243,2026-08-17,8112.06,81.94,0.0,Settled,1,normal
ORD000244,CUST0113,2026-08-17,10235,PAY000244,2026-08-17,10235.0,UPI,Success,1,SET000244,2026-08-18,10132.65,102.35,0.0,Settled,1,normal
ORD000245,CUST0054,2026-08-16,1499,PAY000245,2026-08-17,1499.0,Card,Success,2,SET000245,2026-08-18,1469.02,29.98,0.0,Settled,1,duplicate_payment
ORD000246,CUST0098,2026-08-27,1499,PAY000246,2026-08-27,1499.0,Netbanking,Success,1,SET000246,2026-08-28,1476.52,22.48,0.0,Settled,1,normal
ORD000247,CUST0263,2026-08-29,3999,PAY000247,2026-08-29,3999.0,Netbanking,Success,1,SET000247,2026-09-02,3939.02,59.98,0.0,Settled,1,delayed_settlement
ORD000248,CUST0122,2026-08-24,3999,PAY000248,2026-08-25,3999.0,UPI,Success,1,SET000248,2026-08-26,3959.01,39.99,0.0,Settled,1,normal
ORD000249,CUST0223,2026-08-09,299,PAY000249,2026-08-09,299.0,Card,Success,1,SET000249,2026-08-10,293.02,5.98,0.0,Settled,1,normal
ORD000250,CUST0017,2026-08-24,4999,PAY000250,2026-08-25,4999.0,Wallet,Success,1,SET000250,2026-08-26,4909.02,89.98,0.0,Settled,1,normal
ORD000251,CUST0259,2026-08-19,10163,PAY000251,2026-08-19,10163.0,Wallet,Success,1,SET000251,2026-08-20,9980.07,182.93,0.0,Settled,1,normal
ORD000252,CUST0191,2026-08-06,1499,PAY000252,2026-08-07,1499.0,UPI,Success,1,SET000252,2026-08-08,1484.01,14.99,0.0,Settled,1,normal
ORD000253,CUST0037,2026-08-28,1999,PAY000253,2026-08-28,1999.0,Card,Success,1,SET000253,2026-08-29,1959.02,39.98,0.0,Settled,1,normal
ORD000254,CUST0092,2026-08-18,3999,PAY000254,2026-08-18,3999.0,Card,Success,1,SET000254,2026-08-19,3919.02,79.98,0.0,Settled,1,normal
ORD000255,CUST0253,2026-08-22,3999,PAY000255,2026-08-23,3999.0,Netbanking,Success,1,SET000255,2026-08-28,3939.02,59.98,0.0,Settled,1,delayed_settlement
ORD000256,CUST0209,2026-08-20,7259,PAY000256,2026-08-20,7259.0,Netbanking,Success,1,SET000256,2026-08-21,7150.12,108.88,0.0,Settled,1,normal
ORD000257,CUST0044,2026-08-29,13182,PAY000257,2026-08-30,13182.0,Wallet,Success,1,SET000257,2026-08-31,12435.72,237.28,0.0,Settled,1,settlement_amount_mismatch
ORD000258,CUST0146,2026-08-10,799,PAY000258,2026-08-11,799.0,Card,Success,1,SET000258,2026-08-12,783.02,15.98,0.0,Settled,1,normal
ORD000259,CUST0228,2026-08-03,13834,PAY000259,2026-08-04,13834.0,Netbanking,Failed,1,,,,0.0,0.0,Not Applicable,1,failed_payment
ORD000260,CUST0298,2026-08-08,6639,PAY000260,2026-08-08,6639.0,Netbanking,Success,1,SET000260,2026-08-09,6539.42,99.58,0.0,Settled,1,normal
ORD000261,CUST0090,2026-08-03,299,PAY000261,2026-08-04,299.0,Card,Success,1,SET000261,2026-08-05,293.02,5.98,0.0,Settled,1,normal
ORD000262,CUST0234,2026-08-13,7499,PAY000262,2026-08-14,7499.0,Netbanking,Success,1,SET000262,2026-08-15,7386.52,112.48,0.0,Settled,1,normal
ORD000263,CUST0138,2026-08-16,4876,PAY000263,2026-08-17,4876.0,UPI,Failed,1,,,,0.0,0.0,Not Applicable,1,failed_payment
ORD000264,CUST0074,2026-08-23,1999,PAY000264,2026-08-24,1869.03,Netbanking,Success,1,SET000264,2026-08-25,1840.99,28.04,0.0,Settled,1,payment_amount_mismatch
ORD000265,CUST0080,2026-08-13,9670,PAY000265,2026-08-13,9670.0,Card,Success,1,SET000265,2026-08-14,9476.6,193.4,0.0,Settled,1,normal
ORD000266,CUST0090,2026-08-24,2499,PAY000266,2026-08-24,2499.0,Netbanking,Success,1,SET000266,2026-08-25,2461.52,37.48,0.0,Settled,1,normal
ORD000267,CUST0247,2026-08-01,7802,PAY000267,2026-08-02,7802.0,Wallet,Success,1,SET000267,2026-08-03,7661.56,140.44,0.0,Settled,1,normal
ORD000268,CUST0072,2026-08-26,3999,PAY000268,2026-08-26,3999.0,Wallet,Success,1,SET000268,2026-08-27,2563.02,71.98,0.0,Settled,1,settlement_amount_mismatch
ORD000269,CUST0126,2026-08-02,9999,PAY000269,2026-08-03,9999.0,Netbanking,Success,1,SET000269,2026-08-04,9849.02,149.98,0.0,Settled,1,normal
ORD000270,CUST0030,2026-08-01,7499,PAY000270,2026-08-01,7499.0,Wallet,Success,1,SET000270,2026-08-02,7364.02,134.98,0.0,Settled,1,normal
ORD000271,CUST0207,2026-08-20,2999,PAY000271,2026-08-21,2999.0,Card,Success,1,SET000271,2026-08-22,2939.02,59.98,0.0,Settled,1,normal
ORD000272,CUST0100,2026-08-17,1999,PAY000272,2026-08-17,1999.0,Netbanking,Success,1,SET000272,2026-08-18,1969.02,29.98,0.0,Settled,1,normal
ORD000273,CUST0283,2026-08-28,2499,PAY000273,2026-08-29,2499.0,Netbanking,Success,1,,,,0.0,0.0,Missing,1,missing_settlement
ORD000274,CUST0230,2026-08-11,2999,PAY000274,2026-08-11,2999.0,Netbanking,Success,1,SET000274,2026-08-12,2954.02,44.98,0.0,Settled,1,normal
ORD000275,CUST0053,2026-08-26,7499,PAY000275,2026-08-27,7499.0,Netbanking,Success,1,SET000275,2026-08-28,7386.52,112.48,0.0,Settled,2,duplicate_settlement
ORD000276,CUST0295,2026-08-08,2999,PAY000276,2026-08-09,2999.0,UPI,Success,1,SET000276,2026-08-10,2969.01,29.99,0.0,Settled,1,normal
ORD000277,CUST0097,2026-08-07,2999,PAY000277,2026-08-07,2999.0,UPI,Success,1,SET000277,2026-08-12,2969.01,29.99,0.0,Settled,1,delayed_settlement
ORD000278,CUST0146,2026-08-24,9999,PAY000278,2026-08-24,9999.0,Card,Success,1,SET000278,2026-08-25,9799.02,199.98,0.0,Settled,1,normal
ORD000279,CUST0036,2026-08-08,10304,PAY000279,2026-08-09,10304.0,Card,Success,1,SET000279,2026-08-16,10097.92,206.08,0.0,Settled,1,delayed_settlement
ORD000280,CUST0265,2026-08-06,12849,PAY000280,2026-08-06,12849.0,Card,Success,1,,,,0.0,0.0,Missing,1,missing_settlement
ORD000281,CUST0048,2026-08-04,7644,PAY000281,2026-08-04,7644.0,UPI,Success,1,SET000281,2026-08-05,7567.56,76.44,0.0,Settled,1,processing_fee
ORD000282,CUST0240,2026-08-15,299,PAY000282,2026-08-16,299.0,Wallet,Success,1,SET000282,2026-08-17,293.62,5.38,0.0,Settled,1,normal
ORD000283,CUST0042,2026-08-23,1999,PAY000283,2026-08-24,1999.0,UPI,Success,1,SET000283,2026-08-25,1979.01,19.99,0.0,Settled,1,normal
ORD000284,CUST0104,2026-08-29,2999,PAY000284,2026-08-29,2999.0,UPI,Success,1,SET000284,2026-08-30,2969.01,29.99,0.0,Settled,1,normal
ORD000285,CUST0135,2026-08-25,299,PAY000285,2026-08-26,299.0,Card,Success,1,SET000285,2026-08-27,293.02,5.98,0.0,Settled,1,normal
ORD000286,CUST0285,2026-08-21,1499,PAY000286,2026-08-22,1499.0,UPI,Success,1,SET000286,2026-08-23,1484.01,14.99,0.0,Settled,1,normal
ORD000287,CUST0194,2026-08-09,5999,PAY000287,2026-08-09,5999.0,Netbanking,Success,1,SET000287,2026-08-10,5909.02,89.98,0.0,Settled,1,normal
ORD000288,CUST0065,2026-08-14,10454,PAY000288,2026-08-14,10454.0,Card,Success,1,SET000288,2026-08-15,10244.92,209.08,0.0,Settled,1,normal
ORD000289,CUST0047,2026-08-22,1999,PAY000289,2026-08-22,1999.0,UPI,Success,1,SET000289,2026-08-27,1979.01,19.99,0.0,Settled,1,delayed_settlement
ORD000290,CUST0262,2026-08-04,299,PAY000290,2026-08-04,299.0,Wallet,Failed,1,,,,0.0,0.0,Not Applicable,1,failed_payment
ORD000291,CUST0152,2026-08-27,2122,PAY000291,2026-08-27,2122.0,Netbanking,Success,1,SET000291,2026-08-28,2090.17,31.83,0.0,Settled,1,normal
ORD000292,CUST0173,2026-08-12,7499,PAY000292,2026-08-13,7499.0,Netbanking,Success,1,SET000292,2026-08-19,7386.52,112.48,0.0,Settled,1,delayed_settlement
ORD000293,CUST0269,2026-08-27,2499,PAY000293,2026-08-27,2499.0,Card,Success,1,SET000293,2026-08-28,2449.02,49.98,0.0,Settled,1,normal
ORD000294,CUST0241,2026-08-20,299,PAY000294,2026-08-21,299.0,Wallet,Success,1,SET000294,2026-08-22,293.62,5.38,0.0,Settled,1,processing_fee
ORD000295,CUST0261,2026-08-18,2499,PAY000295,2026-08-18,2499.0,Netbanking,Success,1,SET000295,2026-08-21,2461.52,37.48,0.0,Settled,1,delayed_settlement
ORD000296,CUST0013,2026-08-06,299,PAY000296,2026-08-07,299.0,Netbanking,Success,1,SET000296,2026-08-08,294.52,4.48,0.0,Settled,1,processing_fee
ORD000297,CUST0127,2026-08-19,5999,PAY000297,2026-08-20,5999.0,Card,Success,1,SET000297,2026-08-21,5879.02,119.98,0.0,Settled,1,normal
ORD000298,CUST0005,2026-08-11,13868,PAY000298,2026-08-12,13868.0,Card,Success,1,SET000298,2026-08-13,13590.64,277.36,0.0,Settled,1,normal
ORD000299,CUST0176,2026-08-16,11750,PAY000299,2026-08-17,11750.0,Netbanking,Success,1,SET000299,2026-08-18,11573.75,176.25,0.0,Settled,1,normal
ORD000300,CUST0281,2026-08-22,3999,PAY000300,2026-08-22,3999.0,Card,Success,1,SET000300,2026-08-23,3919.02,79.98,0.0,Settled,1,normal
ORD000301,CUST0057,2026-08-30,999,PAY000301,2026-08-30,999.0,UPI,Success,1,SET000301,2026-08-31,989.01,9.99,0.0,Settled,1,normal
ORD000302,CUST0056,2026-08-12,1499,PAY000302,2026-08-13,1369.28,Netbanking,Success,1,SET000302,2026-08-14,1348.74,20.54,0.0,Settled,1,payment_amount_mismatch
ORD000303,CUST0244,2026-08-12,5999,PAY000303,2026-08-12,5999.0,Card,Success,1,SET000303,2026-08-13,5879.02,119.98,0.0,Settled,1,normal
ORD000304,CUST0137,2026-08-09,7499,PAY000304,2026-08-10,7499.0,UPI,Success,1,SET000304,2026-08-11,7424.01,74.99,0.0,Settled,1,normal
ORD000305,CUST0159,2026-08-28,2499,PAY000305,2026-08-28,2499.0,Wallet,Success,1,SET000305,2026-08-29,2454.02,44.98,0.0,Settled,1,normal
ORD000306,CUST0279,2026-08-01,11673,PAY000306,2026-08-01,11673.0,Card,Success,1,SET000306,2026-08-02,11439.54,233.46,0.0,Settled,1,normal
ORD000307,CUST0133,2026-08-22,5999,PAY000307,2026-08-23,5999.0,UPI,Success,1,SET000307,2026-08-24,5011.01,59.99,0.0,Settled,1,settlement_amount_mismatch
ORD000308,CUST0284,2026-08-19,5999,PAY000308,2026-08-20,5999.0,Netbanking,Success,1,SET000308,2026-08-21,5909.02,89.98,0.0,Settled,1,normal
ORD000309,CUST0067,2026-08-25,4999,PAY000309,2026-08-26,4999.0,Wallet,Success,1,SET000309,2026-08-27,4909.02,89.98,0.0,Settled,1,normal
ORD000310,CUST0077,2026-08-15,10580,PAY000310,2026-08-16,10580.0,UPI,Success,1,SET000310,2026-08-17,10129.2,105.8,0.0,Settled,1,settlement_amount_mismatch
ORD000311,CUST0090,2026-08-02,6979,PAY000311,2026-08-03,6979.0,Wallet,Success,1,SET000311,2026-08-04,5601.38,125.62,0.0,Settled,1,settlement_amount_mismatch
ORD000312,CUST0239,2026-08-14,5585,PAY000312,2026-08-14,5585.0,Netbanking,Success,1,SET000312,2026-08-15,5501.23,83.77,0.0,Settled,1,normal
ORD000313,CUST0202,2026-08-09,999,PAY000313,2026-08-09,933.32,Netbanking,Success,1,SET000313,2026-08-10,919.32,14.0,0.0,Settled,1,payment_amount_mismatch
ORD000314,CUST0122,2026-08-06,2499,PAY000314,2026-08-06,2499.0,Netbanking,Success,1,SET000314,2026-08-07,2461.52,37.48,0.0,Settled,1,normal
ORD000315,CUST0160,2026-08-01,999,PAY000315,2026-08-02,999.0,Netbanking,Success,1,SET000315,2026-08-03,984.02,14.98,0.0,Settled,1,normal
ORD000316,CUST0265,2026-08-22,9079,PAY000316,2026-08-23,9079.0,Card,Success,1,SET000316,2026-08-29,8897.42,181.58,0.0,Settled,1,delayed_settlement
ORD000317,CUST0028,2026-08-07,799,PAY000317,2026-08-07,799.0,Wallet,Success,1,SET000317,2026-08-08,784.62,14.38,0.0,Settled,1,processing_fee
ORD000318,CUST0014,2026-08-08,2499,PAY000318,2026-08-08,2499.0,Netbanking,Success,1,SET000318,2026-08-09,2461.52,37.48,0.0,Settled,1,processing_fee
ORD000319,CUST0226,2026-08-31,799,PAY000319,2026-09-01,799.0,Card,Success,1,SET000319,2026-09-02,513.02,15.98,0.0,Settled,1,settlement_amount_mismatch
ORD000320,CUST0291,2026-08-24,3999,PAY000320,2026-08-24,3999.0,UPI,Success,1,SET000320,2026-08-25,3959.01,39.99,0.0,Settled,1,processing_fee
ORD000321,CUST0003,2026-08-20,1999,PAY000321,2026-08-21,1999.0,Card,Success,1,SET000321,2026-08-22,1741.02,39.98,0.0,Settled,1,settlement_amount_mismatch
ORD000322,CUST0001,2026-08-12,799,PAY000322,2026-08-13,799.0,UPI,Success,1,SET000322,2026-08-14,791.01,7.99,0.0,Settled,2,duplicate_settlement
ORD000323,CUST0036,2026-08-17,1499,PAY000323,2026-08-18,1499.0,Wallet,Success,1,SET000323,2026-08-19,1317.02,26.98,0.0,Settled,1,settlement_amount_mismatch
ORD000324,CUST0134,2026-08-24,999,PAY000324,2026-08-25,999.0,Netbanking,Success,1,SET000324,2026-08-26,984.02,14.98,0.0,Settled,1,normal
ORD000325,CUST0222,2026-08-10,5189,PAY000325,2026-08-10,5189.0,UPI,Success,1,SET000325,2026-08-11,5137.11,51.89,0.0,Settled,1,normal
ORD000326,CUST0222,2026-08-01,3199,PAY000326,2026-08-02,3199.0,Netbanking,Success,1,,,,0.0,0.0,Missing,1,missing_settlement
ORD000327,CUST0175,2026-08-07,1499,PAY000327,2026-08-08,1499.0,Card,Success,1,SET000327,2026-08-09,1469.02,29.98,0.0,Settled,1,normal
ORD000328,CUST0132,2026-08-03,3949,PAY000328,2026-08-04,3949.0,Netbanking,Failed,1,,,,0.0,0.0,Not Applicable,1,failed_payment
ORD000329,CUST0077,2026-08-22,4999,PAY000329,2026-08-23,4999.0,UPI,Success,1,SET000329,2026-08-24,4949.01,49.99,0.0,Settled,1,normal
