order_id,reconciliation_status,exception_type,exception_description,expected_settlement,actual_settlement,difference,warning,ai_required
ORD000301,RECONCILED,,,1469.02,1469.02,0.0,,False
ORD000302,RECONCILED,,,1469.02,1469.02,0.0,,False
ORD000303,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000304,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 4899.02, but actual settlement is 4222.02. Difference is 677.00.",4899.02,4222.02,677.0,,True
ORD000305,RECONCILED,,,293.62,293.62,0.0,,False
ORD000306,RECONCILED,,,10013.51,10013.51,0.0,,False
ORD000307,RECONCILED,,,2262.53,2262.53,0.0,Settlement occurred 3 days after payment.,False
ORD000308,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 1499.00, but payment amount is 1365.82.",,,,,True
ORD000309,RECONCILED,,,11093.65,11093.65,0.0,,False
ORD000310,RECONCILED,,,2939.02,2939.02,0.0,,False
ORD000311,RECONCILED,,,7386.52,7386.52,0.0,,False
ORD000312,RECONCILED,,,1979.01,1979.01,0.0,,False
ORD000313,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000314,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000315,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000316,RECONCILED,,,6941.76,6941.76,0.0,,False
ORD000317,RECONCILED,,,9229.64,9229.64,0.0,Settlement occurred 3 days after payment.,False
ORD000318,RECONCILED,,,2939.02,2939.02,0.0,,False
ORD000319,RECONCILED,,,4924.02,4924.02,0.0,,False
ORD000320,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 4899.02, but actual settlement is 4343.02. Difference is 556.00.",4899.02,4343.02,556.0,,True
ORD000321,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 2176.00, but payment amount is 1757.18.",,,,,True
ORD000322,RECONCILED,,,2454.02,2454.02,0.0,,False
ORD000323,RECONCILED,,,2969.01,2969.01,0.0,,False
ORD000324,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 11538.29, but actual settlement is 10552.29. Difference is 986.00.",11538.29,10552.29,986.0,,True
ORD000325,RECONCILED,,,9799.02,9799.02,0.0,,False
ORD000326,RECONCILED,,,7386.52,7386.52,0.0,,False
ORD000327,RECONCILED,,,3959.01,3959.01,0.0,,False
ORD000328,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 8345.68, but actual settlement is 7875.68. Difference is 470.00.",8345.68,7875.68,470.0,,True
ORD000329,RECONCILED,,,4520.74,4520.74,0.0,,False
ORD000330,RECONCILED,,,5939.01,5939.01,0.0,,False
ORD000331,RECONCILED,,,10647.7,10647.7,0.0,,False
ORD000332,RECONCILED,,,4949.01,4949.01,0.0,,False
ORD000333,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 293.02, but actual settlement is 193.02. Difference is 100.00.",293.02,193.02,100.0,,True
ORD000334,RECONCILED,,,981.02,981.02,0.0,,False
ORD000335,RECONCILED,,,3959.01,3959.01,0.0,,False
ORD000336,RECONCILED,,,490.02,490.02,0.0,,False
ORD000337,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 5939.01, but actual settlement is 5117.01. Difference is 822.00.",5939.01,5117.01,822.0,,True
ORD000338,RECONCILED,,,2474.01,2474.01,0.0,Settlement occurred 5 days after payment.,False
ORD000339,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 979.02, but actual settlement is 768.02. Difference is 211.00.",979.02,768.02,211.0,,True
ORD000340,RECONCILED,,,1469.02,1469.02,0.0,,False
ORD000341,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000342,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000343,RECONCILED,,,1979.01,1979.01,0.0,,False
ORD000344,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000345,RECONCILED,,,4949.01,4949.01,0.0,,False
ORD000346,RECONCILED,,,2474.01,2474.01,0.0,,False
ORD000347,RECONCILED,,,6147.54,6147.54,0.0,,False
ORD000348,RECONCILED,,,5891.02,5891.02,0.0,,False
ORD000349,RECONCILED,,,14632.18,14632.18,0.0,,False
ORD000350,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 12365.34, but actual settlement is 12192.34. Difference is 173.00.",12365.34,12192.34,173.0,,True
ORD000351,RECONCILED,,,2461.52,2461.52,0.0,,False
ORD000352,RECONCILED,,,1111.62,1111.62,0.0,,False
ORD000353,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 3927.02, but actual settlement is 3661.02. Difference is 266.00.",3927.02,3661.02,266.0,,True
ORD000354,RECONCILED,,,2945.02,2945.02,0.0,,False
ORD000355,RECONCILED,,,5879.02,5879.02,0.0,,False
ORD000356,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 799.00, but payment amount is 650.90.",,,,,True
ORD000357,RECONCILED,,,1469.02,1469.02,0.0,,False
ORD000358,RECONCILED,,,1476.52,1476.52,0.0,,False
ORD000359,RECONCILED,,,784.62,784.62,0.0,,False
ORD000360,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 799.00, but payment amount is 664.69.",,,,,True
ORD000361,RECONCILED,,,1476.52,1476.52,0.0,,False
ORD000362,RECONCILED,,,5879.02,5879.02,0.0,Settlement occurred 6 days after payment.,False
ORD000363,RECONCILED,,,215.72,215.72,0.0,,False
ORD000364,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 489.02, but actual settlement is 361.02. Difference is 128.00.",489.02,361.02,128.0,,True
ORD000365,RECONCILED,,,4949.01,4949.01,0.0,,False
ORD000366,RECONCILED,,,1486.37,1486.37,0.0,Settlement occurred 6 days after payment.,False
ORD000367,RECONCILED,,,4577.1,4577.1,0.0,,False
ORD000368,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 1535.66, but actual settlement is 1198.66. Difference is 337.00.",1535.66,1198.66,337.0,,True
ORD000369,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 293.02, but actual settlement is 193.02. Difference is 100.00.",293.02,193.02,100.0,,True
ORD000370,RECONCILED,,,2945.02,2945.02,0.0,,False
ORD000371,RECONCILED,,,1959.02,1959.02,0.0,,False
ORD000372,RECONCILED,,,1472.02,1472.02,0.0,,False
ORD000373,RECONCILED,,,8330.98,8330.98,0.0,,False
ORD000374,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 2945.02, but actual settlement is 2771.02. Difference is 174.00.",2945.02,2771.02,174.0,,True
ORD000375,RECONCILED,,,1959.02,1959.02,0.0,,False
ORD000376,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000377,RECONCILED,,,2954.02,2954.02,0.0,,False
ORD000378,RECONCILED,,,3959.01,3959.01,0.0,,False
ORD000379,RECONCILED,,,784.62,784.62,0.0,,False
ORD000380,RECONCILED,,,4924.02,4924.02,0.0,,False
ORD000381,RECONCILED,,,783.02,783.02,0.0,,False
ORD000382,RECONCILED,,,7364.02,7364.02,0.0,,False
ORD000383,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000384,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 494.01, but actual settlement is 353.01. Difference is 141.00.",494.01,353.01,141.0,,True
ORD000385,RECONCILED,,,14518.35,14518.35,0.0,,False
ORD000386,RECONCILED,,,296.01,296.01,0.0,,False
ORD000387,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 9999.00, but payment amount is 8862.00.",,,,,True
ORD000388,RECONCILED,,,294.52,294.52,0.0,,False
ORD000389,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 12837.02, but actual settlement is 12171.02. Difference is 666.00.",12837.02,12171.02,666.0,,True
ORD000390,RECONCILED,,,1959.02,1959.02,0.0,,False
ORD000391,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000392,RECONCILED,,,9819.02,9819.02,0.0,,False
ORD000393,RECONCILED,,,1476.52,1476.52,0.0,,False
ORD000394,RECONCILED,,,7424.01,7424.01,0.0,,False
ORD000395,RECONCILED,,,2969.01,2969.01,0.0,,False
ORD000396,RECONCILED,,,787.02,787.02,0.0,,False
ORD000397,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000398,RECONCILED,,,2969.01,2969.01,0.0,,False
ORD000399,RECONCILED,,,2449.02,2449.02,0.0,,False
ORD000400,RECONCILED,,,12295.08,12295.08,0.0,,False
ORD000401,RECONCILED,,,9819.02,9819.02,0.0,,False
ORD000402,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 8514.92, but actual settlement is 7991.92. Difference is 523.00.",8514.92,7991.92,523.0,,True
ORD000403,EXCEPTION,DUPLICATE_SETTLEMENT,2 settlement records found for this payment.,979.02,979.02,0.0,,True
ORD000404,RECONCILED,,,979.02,979.02,0.0,,False
ORD000405,RECONCILED,,,981.02,981.02,0.0,,False
ORD000406,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000407,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 2461.52, but actual settlement is 2128.52. Difference is 333.00.",2461.52,2128.52,333.0,,True
ORD000408,RECONCILED,,,1979.01,1979.01,0.0,,False
ORD000409,RECONCILED,,,1472.02,1472.02,0.0,Settlement occurred 6 days after payment.,False
ORD000410,RECONCILED,,,2474.01,2474.01,0.0,,False
ORD000411,EXCEPTION,DUPLICATE_SETTLEMENT,2 settlement records found for this payment.,791.01,791.01,0.0,,True
ORD000412,RECONCILED,,,4909.02,4909.02,0.0,,False
ORD000413,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000414,RECONCILED,,,5338.06,5338.06,0.0,,False
ORD000415,RECONCILED,,,491.52,491.52,0.0,,False
ORD000416,RECONCILED,,,989.01,989.01,0.0,,False
ORD000417,RECONCILED,,,3959.01,3959.01,0.0,,False
ORD000418,RECONCILED,,,12188.26,12188.26,0.0,,False
ORD000419,RECONCILED,,,2945.02,2945.02,0.0,,False
ORD000420,RECONCILED,,,7327.68,7327.68,0.0,,False
ORD000421,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000422,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000423,RECONCILED,,,7114.14,7114.14,0.0,,False
ORD000424,RECONCILED,,,1969.02,1969.02,0.0,Settlement occurred 5 days after payment.,False
ORD000425,RECONCILED,,,783.02,783.02,0.0,,False
ORD000426,RECONCILED,,,490.02,490.02,0.0,,False
ORD000427,RECONCILED,,,5891.02,5891.02,0.0,,False
ORD000428,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 293.02, but actual settlement is 193.02. Difference is 100.00.",293.02,193.02,100.0,,True
ORD000429,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 10216.42, but actual settlement is 9361.42. Difference is 855.00.",10216.42,9361.42,855.0,,True
ORD000430,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 9819.02, but actual settlement is 9271.02. Difference is 548.00.",9819.02,9271.02,548.0,,True
ORD000431,RECONCILED,,,8179.44,8179.44,0.0,,False
ORD000432,RECONCILED,,,783.02,783.02,0.0,,False
ORD000433,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 1999.00, but payment amount is 1878.22.",,,,,True
ORD000434,RECONCILED,,,7424.01,7424.01,0.0,,False
ORD000435,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000436,RECONCILED,,,294.52,294.52,0.0,,False
ORD000437,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 1386.00, but payment amount is 1135.10.",,,,,True
ORD000438,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 2461.52, but actual settlement is 1872.52. Difference is 589.00.",2461.52,1872.52,589.0,,True
ORD000439,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 791.01, but actual settlement is 568.01. Difference is 223.00.",791.01,568.01,223.0,,True
ORD000440,RECONCILED,,,5891.02,5891.02,0.0,,False
ORD000441,RECONCILED,,,7424.01,7424.01,0.0,,False
ORD000442,RECONCILED,,,1959.02,1959.02,0.0,,False
ORD000443,RECONCILED,,,984.02,984.02,0.0,,False
ORD000444,RECONCILED,,,984.02,984.02,0.0,,False
ORD000445,RECONCILED,,,5909.02,5909.02,0.0,,False
ORD000446,RECONCILED,,,491.52,491.52,0.0,,False
ORD000447,RECONCILED,,,490.02,490.02,0.0,,False
ORD000448,RECONCILED,,,1674.31,1674.31,0.0,,False
ORD000449,RECONCILED,,,4899.02,4899.02,0.0,Settlement occurred 6 days after payment.,False
ORD000450,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 5999.00, but payment amount is 5007.84.",,,,,True
ORD000451,RECONCILED,,,5909.02,5909.02,0.0,,False
ORD000452,RECONCILED,,,5909.02,5909.02,0.0,,False
ORD000453,RECONCILED,,,4837.33,4837.33,0.0,,False
ORD000454,RECONCILED,,,9799.02,9799.02,0.0,,False
ORD000455,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000456,RECONCILED,,,1969.02,1969.02,0.0,Settlement occurred 3 days after payment.,False
ORD000457,RECONCILED,,,2454.02,2454.02,0.0,,False
ORD000458,RECONCILED,,,5212.46,5212.46,0.0,Settlement occurred 5 days after payment.,False
ORD000459,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000460,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 979.02, but actual settlement is 774.02. Difference is 205.00.",979.02,774.02,205.0,,True
ORD000461,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 7499.00, but payment amount is 6722.84.",,,,,True
ORD000462,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 296.01, but actual settlement is 196.01. Difference is 100.00.",296.01,196.01,100.0,,True
ORD000463,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 7997.41, but actual settlement is 7004.41. Difference is 993.00.",7997.41,7004.41,993.0,,True
ORD000464,RECONCILED,,,8152.84,8152.84,0.0,,False
ORD000465,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 7424.01, but actual settlement is 6899.01. Difference is 525.00.",7424.01,6899.01,525.0,,True
ORD000466,RECONCILED,,,1476.52,1476.52,0.0,,False
ORD000467,RECONCILED,,,4949.01,4949.01,0.0,,False
ORD000468,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 11796.00, but payment amount is 10111.86.",,,,,True
ORD000469,RECONCILED,,,11448.36,11448.36,0.0,,False
ORD000470,EXCEPTION,DUPLICATE_SETTLEMENT,2 settlement records found for this payment.,4924.02,4924.02,0.0,,True
ORD000471,RECONCILED,,,981.02,981.02,0.0,,False
ORD000472,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 8531.82, but actual settlement is 7869.82. Difference is 662.00.",8531.82,7869.82,662.0,,True
ORD000473,RECONCILED,,,5891.02,5891.02,0.0,,False
ORD000474,RECONCILED,,,12996.72,12996.72,0.0,,False
ORD000475,RECONCILED,,,1963.02,1963.02,0.0,,False
ORD000476,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 787.02, but actual settlement is 596.02. Difference is 191.00.",787.02,596.02,191.0,,True
ORD000477,RECONCILED,,,3959.01,3959.01,0.0,,False
ORD000478,RECONCILED,,,8831.51,8831.51,0.0,Settlement occurred 5 days after payment.,False
ORD000479,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 10578.10, but actual settlement is 10062.10. Difference is 516.00.",10578.1,10062.1,516.0,,True
ORD000480,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000481,RECONCILED,,,293.62,293.62,0.0,,False
ORD000482,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 984.02, but actual settlement is 826.02. Difference is 158.00.",984.02,826.02,158.0,,True
ORD000483,RECONCILED,,,5891.02,5891.02,0.0,,False
ORD000484,RECONCILED,,,984.02,984.02,0.0,,False
ORD000485,RECONCILED,,,1469.02,1469.02,0.0,,False
ORD000486,RECONCILED,,,2969.01,2969.01,0.0,,False
ORD000487,RECONCILED,,,9867.73,9867.73,0.0,,False
ORD000488,RECONCILED,,,14631.8,14631.8,0.0,,False
ORD000489,RECONCILED,,,1476.52,1476.52,0.0,,False
ORD000490,RECONCILED,,,9849.02,9849.02,0.0,,False
ORD000491,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 9819.02, but actual settlement is 9241.02. Difference is 578.00.",9819.02,9241.02,578.0,,True
ORD000492,RECONCILED,,,7349.02,7349.02,0.0,,False
ORD000493,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000494,RECONCILED,,,5879.02,5879.02,0.0,,False
ORD000495,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 11589.48, but actual settlement is 11145.48. Difference is 444.00.",11589.48,11145.48,444.0,,True
ORD000496,RECONCILED,,,2969.01,2969.01,0.0,Settlement occurred 4 days after payment.,False
ORD000497,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 1326.00, but payment amount is 1246.19.",,,,,True
ORD000498,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 5909.02, but actual settlement is 5261.02. Difference is 648.00.",5909.02,5261.02,648.0,,True
ORD000499,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 299.00, but payment amount is 260.57.",,,,,True
ORD000500,EXCEPTION,DUPLICATE_SETTLEMENT,2 settlement records found for this payment.,3275.12,3275.12,0.0,,True
ORD000501,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000502,RECONCILED,,,11111.78,11111.78,0.0,,False
ORD000503,RECONCILED,,,794.89,794.89,0.0,,False
ORD000504,RECONCILED,,,984.02,984.02,0.0,,False
ORD000505,RECONCILED,,,4924.02,4924.02,0.0,,False
ORD000506,RECONCILED,,,1969.02,1969.02,0.0,,False
ORD000507,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 3185.00, but actual settlement is 2597.00. Difference is 588.00.",3185.0,2597.0,588.0,,True
ORD000508,RECONCILED,,,784.62,784.62,0.0,,False
ORD000509,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000510,RECONCILED,,,1768.07,1768.07,0.0,,False
ORD000511,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 2954.02, but actual settlement is 2586.02. Difference is 368.00.",2954.02,2586.02,368.0,,True
ORD000512,RECONCILED,,,7364.02,7364.02,0.0,,False
ORD000513,RECONCILED,,,3919.02,3919.02,0.0,,False
ORD000514,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 494.01, but actual settlement is 384.01. Difference is 110.00.",494.01,384.01,110.0,,True
ORD000515,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000516,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000517,RECONCILED,,,5909.02,5909.02,0.0,,False
ORD000518,RECONCILED,,,3939.02,3939.02,0.0,,False
ORD000519,RECONCILED,,,5068.8,5068.8,0.0,Settlement occurred 3 days after payment.,False
ORD000520,RECONCILED,,,9819.02,9819.02,0.0,,False
ORD000521,RECONCILED,,,5939.01,5939.01,0.0,,False
ORD000522,RECONCILED,,,9799.02,9799.02,0.0,,False
ORD000523,RECONCILED,,,13661.58,13661.58,0.0,,False
ORD000524,RECONCILED,,,10712.79,10712.79,0.0,,False
ORD000525,RECONCILED,,,2474.01,2474.01,0.0,,False
ORD000526,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 7556.78, but actual settlement is 6658.78. Difference is 898.00.",7556.78,6658.78,898.0,,True
ORD000527,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 1053.95, but actual settlement is 739.95. Difference is 314.00.",1053.95,739.95,314.0,,True
ORD000528,RECONCILED,,,5909.02,5909.02,0.0,,False
ORD000529,RECONCILED,,,984.02,984.02,0.0,,False
ORD000530,RECONCILED,,,9799.02,9799.02,0.0,,False
ORD000531,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 3076.16, but actual settlement is 2432.16. Difference is 644.00.",3076.16,2432.16,644.0,,True
ORD000532,RECONCILED,,,293.02,293.02,0.0,,False
ORD000533,RECONCILED,,,5939.01,5939.01,0.0,,False
ORD000534,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 5891.02, but actual settlement is 4963.02. Difference is 928.00.",5891.02,4963.02,928.0,,True
ORD000535,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 989.01, but actual settlement is 772.01. Difference is 217.00.",989.01,772.01,217.0,,True
ORD000536,RECONCILED,,,296.01,296.01,0.0,,False
ORD000537,RECONCILED,,,494.01,494.01,0.0,,False
ORD000538,RECONCILED,,,5766.32,5766.32,0.0,,False
ORD000539,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 11636.52, but actual settlement is 11186.52. Difference is 450.00.",11636.52,11186.52,450.0,,True
ORD000540,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000541,RECONCILED,,,3487.77,3487.77,0.0,,False
ORD000542,RECONCILED,,,3609.34,3609.34,0.0,,False
ORD000543,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000544,RECONCILED,,,984.02,984.02,0.0,,False
ORD000545,RECONCILED,,,2449.02,2449.02,0.0,,False
ORD000546,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 12211.65, but actual settlement is 11649.65. Difference is 562.00.",12211.65,11649.65,562.0,,True
ORD000547,RECONCILED,,,3927.02,3927.02,0.0,,False
ORD000548,RECONCILED,,,489.02,489.02,0.0,,False
ORD000549,RECONCILED,,,2954.02,2954.02,0.0,,False
ORD000550,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000551,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 5999.00, but payment amount is 5534.04.",,,,,True
ORD000552,RECONCILED,,,2461.52,2461.52,0.0,,False
ORD000553,RECONCILED,,,979.02,979.02,0.0,,False
ORD000554,RECONCILED,,,3927.02,3927.02,0.0,,False
ORD000555,RECONCILED,,,3075.17,3075.17,0.0,Settlement occurred 7 days after payment.,False
ORD000556,RECONCILED,,,2509.99,2509.99,0.0,,False
ORD000557,RECONCILED,,,2461.52,2461.52,0.0,,False
ORD000558,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 11418.70, but actual settlement is 10801.70. Difference is 617.00.",11418.7,10801.7,617.0,,True
ORD000559,RECONCILED,,,791.01,791.01,0.0,,False
ORD000560,RECONCILED,,,596.07,596.07,0.0,,False
ORD000561,RECONCILED,,,5939.01,5939.01,0.0,,False
ORD000562,RECONCILED,,,7349.02,7349.02,0.0,,False
ORD000563,RECONCILED,,,5879.02,5879.02,0.0,,False
ORD000564,RECONCILED,,,787.02,787.02,0.0,,False
ORD000565,RECONCILED,,,11674.08,11674.08,0.0,,False
ORD000566,RECONCILED,,,787.02,787.02,0.0,,False
ORD000567,RECONCILED,,,491.52,491.52,0.0,,False
ORD000568,RECONCILED,,,12726.45,12726.45,0.0,,False
ORD000569,RECONCILED,,,1979.01,1979.01,0.0,,False
ORD000570,RECONCILED,,,9849.02,9849.02,0.0,Settlement occurred 6 days after payment.,False
ORD000571,RECONCILED,,,10398.65,10398.65,0.0,,False
ORD000572,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 2939.02, but actual settlement is 2164.02. Difference is 775.00.",2939.02,2164.02,775.0,,True
ORD000573,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 4899.02, but actual settlement is 4560.02. Difference is 339.00.",4899.02,4560.02,339.0,,True
ORD000574,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 8770.00, but payment amount is 8293.24.",,,,,True
ORD000575,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000576,RECONCILED,,,294.52,294.52,0.0,,False
ORD000577,RECONCILED,,,1698.14,1698.14,0.0,,False
ORD000578,RECONCILED,,,1476.52,1476.52,0.0,Settlement occurred 7 days after payment.,False
ORD000579,RECONCILED,,,294.52,294.52,0.0,,False
ORD000580,RECONCILED,,,293.62,293.62,0.0,,False
ORD000581,RECONCILED,,,5891.02,5891.02,0.0,,False
ORD000582,RECONCILED,,,296.01,296.01,0.0,,False
ORD000583,RECONCILED,,,12345.3,12345.3,0.0,,False
ORD000584,RECONCILED,,,4941.75,4941.75,0.0,,False
ORD000585,RECONCILED,,,1469.02,1469.02,0.0,,False
ORD000586,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 2213.64, but actual settlement is 1802.64. Difference is 411.00.",2213.64,1802.64,411.0,,True
ORD000587,RECONCILED,,,787.02,787.02,0.0,,False
ORD000588,RECONCILED,,,3919.02,3919.02,0.0,,False
ORD000589,RECONCILED,,,2474.01,2474.01,0.0,,False
ORD000590,RECONCILED,,,11335.66,11335.66,0.0,,False
ORD000591,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000592,RECONCILED,,,4924.02,4924.02,0.0,,False
ORD000593,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000594,RECONCILED,,,296.01,296.01,0.0,,False
ORD000595,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 5939.01, but actual settlement is 4971.01. Difference is 968.00.",5939.01,4971.01,968.0,,True
ORD000596,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 296.01, but actual settlement is 196.01. Difference is 100.00.",296.01,196.01,100.0,,True
ORD000597,RECONCILED,,,489.02,489.02,0.0,,False
ORD000598,RECONCILED,,,4899.02,4899.02,0.0,,False
ORD000599,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000600,RECONCILED,,,4924.02,4924.02,0.0,,False
ORD000601,RECONCILED,,,14777.73,14777.73,0.0,Settlement occurred 6 days after payment.,False
ORD000602,RECONCILED,,,293.02,293.02,0.0,,False
ORD000603,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000604,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000605,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
